NHTSACampaignNumber,ReportReceivedDate,Make,Model,ModelYear,Component,parkIt,parkOutSide,overTheAirUpdate,Summary,Consequence,Remedy,Notes,Manufacturer
26V218000,06/04/2026,HYUNDAI,SANTA FE,2024,SEAT BELTS:FRONT:ANCHORAGE,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2023-2025 Hyundai Ioniq 6, 2023-2026 Genesis G90, 2024-2026 Hyundai Santa Fe, and Hyundai Santa Fe Hybrid vehicles. The driver and passenger seat belt anchors may detach.","A detached seat belt anchor will not adequately restrain the seat occupant, increasing the risk of injury in a crash.","Dealers will inspect and reinforce or replace the seat belt anchors, as necessary, free of charge. Owner notification letters were mailed beginning May 29, 2026. Owners may contact Hyundai customer service at 1-855-371-9460 and Genesis customer service at 844-340-9741. Hyundai's numbers for this recall are 298 and 032G. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov April 8, 2026.",,Hyundai Motor America
19V802000,07/11/2019,HYUNDAI,PALISADE,2020,AIR BAGS:SIDE/WINDOW,False,False,False,Hyundai Motor America (Hyundai) is recalling certain 2020 Palisade vehicles.  The mounting bolts used to secure the side curtain air bags may damage the side curtain air bags during deployment.,"Damaged side curtain air bags may not inflate properly in the event of a crash, increasing the risk of injury.","Hyundai will notify owners, and dealers will install a protective cover on the mounting bolts, free of charge.  The recall began December 20, 2019.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 186.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",Hyundai Motor America
22V627000,15/08/2022,HYUNDAI,PALISADE,2020,VISIBILITY:WINDSHIELD WIPER/WASHER:MOTOR,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020-2021 Palisade vehicles.  The windshield wiper motor may become inoperative, causing the wipers to fail.","Windshield wiper failure can reduce visibility, increasing the risk of a crash.","Dealers will replace the driver-side windshield wiper arm, free of charge.  Owner notification letters were mailed December 13, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 233.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
22V633000,18/08/2022,HYUNDAI,PALISADE,2020,TRAILER HITCHES,False,True,False,"Hyundai Motor America (Hyundai) is recalling 2020-2022 Palisade vehicles potentially equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Hyundai dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire.",A fire while parked or driving can increase the risk of injury.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will install a new fuse and wire extension kit, as necessary, free of charge.  Owner notification letters were mailed May 18, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 235.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
25V607000,12/09/2025,HYUNDAI,PALISADE,2020,SEAT BELTS: REAR/OTHER:BUCKLE ASSEMBLY,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020-2025 Palisade vehicles. The seat belt buckles in the driver, passenger, and second-row window seats may fail to latch.","Seat belt buckles that fail to latch may not properly restrain occupants in a crash, increasing the risk of injury.","Passengers are advised to insert the belt firmly into the buckle with a quick and direct motion, pulling on the belt to confirm the seat belt is fully secured, until the recall remedy is performed. Dealers will replace the seat belt buckle assemblies, free of charge. Interim notification letters, notifying owners of the safety risk, were mailed beginning October 23, 2025. Additional letters will be sent once the final remedy is available, anticipated June 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 283.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on September 13, 2025.",,Hyundai Motor America
26V034000,23/01/2026,HYUNDAI,PALISADE,2020,AIR BAGS:SIDE/WINDOW:CURTAIN,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020-2025 Palisade vehicles. The side curtain air bags for third-row occupants may deploy improperly in a crash. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 226, ""Ejection Mitigation.""",Improper side curtain air bag deployment increases the risk of injury during a crash.,"Dealers will install a protective film over the rear window and remove padding, as necessary free of charge. Interim notification letters, notifying owners of the safety risk, were mailed beginning March 13, 2026. Additional letters will be sent once the final remedy is available, anticipated June 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 292. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 24, 2026.",,Hyundai Motor America
21V840000,27/10/2021,HYUNDAI,PALISADE,2021,"SERVICE BRAKES, HYDRAULIC:FLUID",False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2021 Palisade vehicles.  The brake fluid may be contaminated, which can cause the brake master cylinder inner-cup seals to swell, and reduce braking performance.","Reduced braking performance can extend the distance required to stop the vehicle, increasing the risk of a crash.","Dealers will replace the brake master cylinder, and flush the brake fluid, free of charge.  Owner notification letters were mailed on December 24, 2021.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 212.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
22V627000,15/08/2022,HYUNDAI,PALISADE,2021,VISIBILITY:WINDSHIELD WIPER/WASHER:MOTOR,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020-2021 Palisade vehicles.  The windshield wiper motor may become inoperative, causing the wipers to fail.","Windshield wiper failure can reduce visibility, increasing the risk of a crash.","Dealers will replace the driver-side windshield wiper arm, free of charge.  Owner notification letters were mailed December 13, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 233.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
22V633000,18/08/2022,HYUNDAI,PALISADE,2021,TRAILER HITCHES,False,True,False,"Hyundai Motor America (Hyundai) is recalling 2020-2022 Palisade vehicles potentially equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Hyundai dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire.",A fire while parked or driving can increase the risk of injury.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will install a new fuse and wire extension kit, as necessary, free of charge.  Owner notification letters were mailed May 18, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 235.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
23V180000,17/03/2023,HYUNDAI,PALISADE,2021,VISIBILITY/WIPER,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2021-2023 Palisade vehicles.  The windshield wiper motor may operate intermittently or fail to operate due to snow or ice buildup on the windshield, causing the wipers to fail.","Windshield wiper failure can reduce visibility, increasing the risk of a crash.","Dealers will replace the driver-side windshield wiper arm, free of charge. Owner notification letters were mailed May 15, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 243.  This recall is an expansion of recall number 22V-627.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
25V607000,12/09/2025,HYUNDAI,PALISADE,2021,SEAT BELTS: REAR/OTHER:BUCKLE ASSEMBLY,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020-2025 Palisade vehicles. The seat belt buckles in the driver, passenger, and second-row window seats may fail to latch.","Seat belt buckles that fail to latch may not properly restrain occupants in a crash, increasing the risk of injury.","Passengers are advised to insert the belt firmly into the buckle with a quick and direct motion, pulling on the belt to confirm the seat belt is fully secured, until the recall remedy is performed. Dealers will replace the seat belt buckle assemblies, free of charge. Interim notification letters, notifying owners of the safety risk, were mailed beginning October 23, 2025. Additional letters will be sent once the final remedy is available, anticipated June 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 283.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on September 13, 2025.",,Hyundai Motor America
26V034000,23/01/2026,HYUNDAI,PALISADE,2021,AIR BAGS:SIDE/WINDOW:CURTAIN,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020-2025 Palisade vehicles. The side curtain air bags for third-row occupants may deploy improperly in a crash. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 226, ""Ejection Mitigation.""",Improper side curtain air bag deployment increases the risk of injury during a crash.,"Dealers will install a protective film over the rear window and remove padding, as necessary free of charge. Interim notification letters, notifying owners of the safety risk, were mailed beginning March 13, 2026. Additional letters will be sent once the final remedy is available, anticipated June 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 292. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 24, 2026.",,Hyundai Motor America
22V353000,18/05/2022,HYUNDAI,PALISADE,2022,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2022 Palisade vehicles.  The instrument cluster assembly may have been manufactured with excessive adhesive, which can disable the instrument cluster display screen.","A disabled display screen will not show critical information, such as the meters, gauges, and warning lights, which can increase the risk of a crash.","Dealers will replace the instrument cluster assembly, free of charge.  Owner notification letters were mailed July 15, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 230.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
22V633000,18/08/2022,HYUNDAI,PALISADE,2022,TRAILER HITCHES,False,True,False,"Hyundai Motor America (Hyundai) is recalling 2020-2022 Palisade vehicles potentially equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Hyundai dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire.",A fire while parked or driving can increase the risk of injury.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will install a new fuse and wire extension kit, as necessary, free of charge.  Owner notification letters were mailed May 18, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 235.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
23V180000,17/03/2023,HYUNDAI,PALISADE,2022,VISIBILITY/WIPER,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2021-2023 Palisade vehicles.  The windshield wiper motor may operate intermittently or fail to operate due to snow or ice buildup on the windshield, causing the wipers to fail.","Windshield wiper failure can reduce visibility, increasing the risk of a crash.","Dealers will replace the driver-side windshield wiper arm, free of charge. Owner notification letters were mailed May 15, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 243.  This recall is an expansion of recall number 22V-627.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
25V607000,12/09/2025,HYUNDAI,PALISADE,2022,SEAT BELTS: REAR/OTHER:BUCKLE ASSEMBLY,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020-2025 Palisade vehicles. The seat belt buckles in the driver, passenger, and second-row window seats may fail to latch.","Seat belt buckles that fail to latch may not properly restrain occupants in a crash, increasing the risk of injury.","Passengers are advised to insert the belt firmly into the buckle with a quick and direct motion, pulling on the belt to confirm the seat belt is fully secured, until the recall remedy is performed. Dealers will replace the seat belt buckle assemblies, free of charge. Interim notification letters, notifying owners of the safety risk, were mailed beginning October 23, 2025. Additional letters will be sent once the final remedy is available, anticipated June 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 283.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on September 13, 2025.",,Hyundai Motor America
26V034000,23/01/2026,HYUNDAI,PALISADE,2022,AIR BAGS:SIDE/WINDOW:CURTAIN,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020-2025 Palisade vehicles. The side curtain air bags for third-row occupants may deploy improperly in a crash. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 226, ""Ejection Mitigation.""",Improper side curtain air bag deployment increases the risk of injury during a crash.,"Dealers will install a protective film over the rear window and remove padding, as necessary free of charge. Interim notification letters, notifying owners of the safety risk, were mailed beginning March 13, 2026. Additional letters will be sent once the final remedy is available, anticipated June 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 292. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 24, 2026.",,Hyundai Motor America
23V180000,17/03/2023,HYUNDAI,PALISADE,2023,VISIBILITY/WIPER,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2021-2023 Palisade vehicles.  The windshield wiper motor may operate intermittently or fail to operate due to snow or ice buildup on the windshield, causing the wipers to fail.","Windshield wiper failure can reduce visibility, increasing the risk of a crash.","Dealers will replace the driver-side windshield wiper arm, free of charge. Owner notification letters were mailed May 15, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 243.  This recall is an expansion of recall number 22V-627.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
23V415000,08/06/2023,HYUNDAI,PALISADE,2023,"SERVICE BRAKES, HYDRAULIC:POWER ASSIST",False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2023 Palisade vehicles.  The brake booster diaphragm may become misaligned and cause an internal vacuum leak, which can result in a loss of power brake assist.","A loss of power brake assist can extend the distance required to stop, increasing the risk of a crash.","Dealers will inspect and replace the brake booster as necessary, free of charge.  Owner notification letters were mailed July 14, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 245.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
23V526000,27/07/2023,HYUNDAI,PALISADE,2023,POWER TRAIN:AUTOMATIC TRANSMISSION:FLUID/LUBRICANT:PUMP,False,True,False,"Hyundai Motor America (Hyundai) is recalling certain 2023-2024 Palisade Tucson, 2023 Sonata, Elantra, and Kona vehicles.  The electronic controller for the Idle Stop & Go oil pump assembly may contain damaged electrical components that can cause the pump controller to overheat.",An electric oil pump assembly that overheats increases the risk of a vehicle fire.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect and replace the electric oil pump controller, as necessary, free of charge.  Owner notification letters were mailed starting September 7, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 246.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
25V607000,12/09/2025,HYUNDAI,PALISADE,2023,SEAT BELTS: REAR/OTHER:BUCKLE ASSEMBLY,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020-2025 Palisade vehicles. The seat belt buckles in the driver, passenger, and second-row window seats may fail to latch.","Seat belt buckles that fail to latch may not properly restrain occupants in a crash, increasing the risk of injury.","Passengers are advised to insert the belt firmly into the buckle with a quick and direct motion, pulling on the belt to confirm the seat belt is fully secured, until the recall remedy is performed. Dealers will replace the seat belt buckle assemblies, free of charge. Interim notification letters, notifying owners of the safety risk, were mailed beginning October 23, 2025. Additional letters will be sent once the final remedy is available, anticipated June 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 283.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on September 13, 2025.",,Hyundai Motor America
26V034000,23/01/2026,HYUNDAI,PALISADE,2023,AIR BAGS:SIDE/WINDOW:CURTAIN,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020-2025 Palisade vehicles. The side curtain air bags for third-row occupants may deploy improperly in a crash. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 226, ""Ejection Mitigation.""",Improper side curtain air bag deployment increases the risk of injury during a crash.,"Dealers will install a protective film over the rear window and remove padding, as necessary free of charge. Interim notification letters, notifying owners of the safety risk, were mailed beginning March 13, 2026. Additional letters will be sent once the final remedy is available, anticipated June 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 292. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 24, 2026.",,Hyundai Motor America
23V526000,27/07/2023,HYUNDAI,PALISADE,2024,POWER TRAIN:AUTOMATIC TRANSMISSION:FLUID/LUBRICANT:PUMP,False,True,False,"Hyundai Motor America (Hyundai) is recalling certain 2023-2024 Palisade Tucson, 2023 Sonata, Elantra, and Kona vehicles.  The electronic controller for the Idle Stop & Go oil pump assembly may contain damaged electrical components that can cause the pump controller to overheat.",An electric oil pump assembly that overheats increases the risk of a vehicle fire.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect and replace the electric oil pump controller, as necessary, free of charge.  Owner notification letters were mailed starting September 7, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 246.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
23V599000,25/08/2023,HYUNDAI,PALISADE,2024,AIR BAGS:SENSOR:OCCUPANT CLASSIFICATION:FRONT PASSENGER,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2024 Palisade vehicles equipped with dark premium suede seats.  The Occupant Detection System (ODS) may fail to detect an occupant and deactivate the passenger-side front air bags.  As such, these vehicles fail to comply with Federal Motor Vehicle Safety Standard number 208, ""Occupant Crash Protection.""","Deactivated front passenger air bags will not deploy as intended, increasing the risk of injury during a crash.","Dealers will update the ODS software, free of charge.  Owner notification letters were mailed September 26th, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 249.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
24V106000,13/02/2024,HYUNDAI,PALISADE,2024,ENGINE AND ENGINE COOLING:ENGINE:HARD PARTS INTERNAL/MECHANICAL,False,False,False,"Hyundia Motor America (Hyundai) is recalling certain 2024 Palisade vehicles.  The engine valve springs may break while driving, which can result in a loss of drive power and possibly create a hole in the engine block.",A loss of drive power increases the risk of a crash.  A hole in the engine block increases the risk of a fire.,"Dealers will replace the engine sub-assembly, free of charge.  Owner notification letters were mailed by December 6, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 255.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
25V607000,12/09/2025,HYUNDAI,PALISADE,2024,SEAT BELTS: REAR/OTHER:BUCKLE ASSEMBLY,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020-2025 Palisade vehicles. The seat belt buckles in the driver, passenger, and second-row window seats may fail to latch.","Seat belt buckles that fail to latch may not properly restrain occupants in a crash, increasing the risk of injury.","Passengers are advised to insert the belt firmly into the buckle with a quick and direct motion, pulling on the belt to confirm the seat belt is fully secured, until the recall remedy is performed. Dealers will replace the seat belt buckle assemblies, free of charge. Interim notification letters, notifying owners of the safety risk, were mailed beginning October 23, 2025. Additional letters will be sent once the final remedy is available, anticipated June 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 283.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on September 13, 2025.",,Hyundai Motor America
26V034000,23/01/2026,HYUNDAI,PALISADE,2024,AIR BAGS:SIDE/WINDOW:CURTAIN,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020-2025 Palisade vehicles. The side curtain air bags for third-row occupants may deploy improperly in a crash. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 226, ""Ejection Mitigation.""",Improper side curtain air bag deployment increases the risk of injury during a crash.,"Dealers will install a protective film over the rear window and remove padding, as necessary free of charge. Interim notification letters, notifying owners of the safety risk, were mailed beginning March 13, 2026. Additional letters will be sent once the final remedy is available, anticipated June 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 292. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 24, 2026.",,Hyundai Motor America
21V301000,28/04/2021,HYUNDAI,KONA,2019,ENGINE,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2019-2020 Elantra, 2019-2021 Kona and Veloster vehicles equipped with 2.0L Nu MPI engines.  The piston oil rings may not have been properly heat-treated, which could result in engine damage.","A damaged engine may stall, increasing the risk of a crash.  In addition, oil may leak onto hot exhaust components, increasing the risk of a fire.","Dealers will inspect and, if necessary, replace the engine, free of charge.  In addition, Hyundai will deploy Piston Ring Noise Sensing System (PNSS) software.  Owner notification letters were mailed August 24, 2021.  Owners may contact Hyundai customer service at 1-855-371-9460.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",Hyundai Motor America
21V301000,28/04/2021,HYUNDAI,KONA,2020,ENGINE,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2019-2020 Elantra, 2019-2021 Kona and Veloster vehicles equipped with 2.0L Nu MPI engines.  The piston oil rings may not have been properly heat-treated, which could result in engine damage.","A damaged engine may stall, increasing the risk of a crash.  In addition, oil may leak onto hot exhaust components, increasing the risk of a fire.","Dealers will inspect and, if necessary, replace the engine, free of charge.  In addition, Hyundai will deploy Piston Ring Noise Sensing System (PNSS) software.  Owner notification letters were mailed August 24, 2021.  Owners may contact Hyundai customer service at 1-855-371-9460.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",Hyundai Motor America
20V022000,17/01/2020,HYUNDAI,KONA,2020,EQUIPMENT:OTHER:LABELS,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020 Kona vehicles.  The certification label may indicate incorrect Gross Axle Weight Rating (GAWR).  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) numbers 567, ""Certification"" and 110, ""Tire Selection and Rims.""","An incorrect GAWR could result in the vehicle being overloaded, increasing the risk of a crash.","Hyundai will notify owners, and dealers will install new label stickers displaying the correct GAWR over the affected areas of the certification label, free of charge.  The recall began March 2, 2020.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 187.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",Hyundai Motor America
21V301000,28/04/2021,HYUNDAI,KONA,2021,ENGINE,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2019-2020 Elantra, 2019-2021 Kona and Veloster vehicles equipped with 2.0L Nu MPI engines.  The piston oil rings may not have been properly heat-treated, which could result in engine damage.","A damaged engine may stall, increasing the risk of a crash.  In addition, oil may leak onto hot exhaust components, increasing the risk of a fire.","Dealers will inspect and, if necessary, replace the engine, free of charge.  In addition, Hyundai will deploy Piston Ring Noise Sensing System (PNSS) software.  Owner notification letters were mailed August 24, 2021.  Owners may contact Hyundai customer service at 1-855-371-9460.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",Hyundai Motor America
23V526000,27/07/2023,HYUNDAI,KONA,2023,POWER TRAIN:AUTOMATIC TRANSMISSION:FLUID/LUBRICANT:PUMP,False,True,False,"Hyundai Motor America (Hyundai) is recalling certain 2023-2024 Palisade Tucson, 2023 Sonata, Elantra, and Kona vehicles.  The electronic controller for the Idle Stop & Go oil pump assembly may contain damaged electrical components that can cause the pump controller to overheat.",An electric oil pump assembly that overheats increases the risk of a vehicle fire.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect and replace the electric oil pump controller, as necessary, free of charge.  Owner notification letters were mailed starting September 7, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 246.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
23V650000,22/09/2023,HYUNDAI,KONA,2024,SEAT BELTS:REAR/OTHER:RETRACTOR,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2024 Kona vehicles.  The seat belt assemblies in the right and left rear seats may not function properly.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard numbers 208, ""Occupation Crash Protection"" and 209, ""Seat Belt Assemblies.""","A seat belt that does not function properly may not adequately restrain an occupant in a crash, increasing the risk of injury.","Dealers will inspect and replace the seat belt retractor as necessary, free of charge.  Owner notification letters were mailed November 21, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 250.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
23V901000,26/12/2023,HYUNDAI,KONA,2024,ELECTRICAL SYSTEM:12V/24V/48V BATTERY:CABLES,False,False,False,Hyundai Motor America (Hyundai) is recalling certain 2024 Kona vehicles.  The 12-Volt battery cables may chafe against the engine control module bracket and short circuit during a crash.,A short circuit increases the risk of an engine compartment fire.,"Dealers will install sheathing over the wiring, free of charge.  Owner notification letters were mailed February 22, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 252.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
24V308000,01/05/2024,HYUNDAI,KONA,2024,ENGINE AND ENGINE COOLING:EXHAUST SYSTEM:EMISSION CONTROL:GAS RECIRCULATION VALVE (EGR VALVE),False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2024 Elantra, Venue, and Kona vehicles.  An electrical short circuit may occur in the exhaust gas recirculation (EGR) valve assembly, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash.,"Dealers will replace the exhaust gas recirculation valve assembly, free of charge.  Owner notification letters were mailed June 28, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 260.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
